entity_type,entity_name,relation,template,missing_attribute
disease,spinocerebellar ataxia type 41,is caused by a mutation in the gene named,The disease spinocerebellar ataxia type 41 is caused by a mutation in the gene named ,TRPC3
disease,hypohidrotic ectodermal dysplasia,is caused by a mutation in the gene named,The disease hypohidrotic ectodermal dysplasia is caused by a mutation in the gene named ,IKBKG
disease,leukoencephalopathy with vanishing white matter,is caused by a mutation in the gene named,The disease leukoencephalopathy with vanishing white matter is caused by a mutation in the gene named ,EIF2B1
disease,hereditary multiple exostoses,is caused by a mutation in the gene named,The disease hereditary multiple exostoses is caused by a mutation in the gene named ,EXT1
disease,syndromic X-linked intellectual disability Cabezas type,is caused by a mutation in the gene named,The disease syndromic X-linked intellectual disability Cabezas type is caused by a mutation in the gene named ,CUL4B
disease,focal segmental glomerulosclerosis 8,is caused by a mutation in the gene named,The disease focal segmental glomerulosclerosis 8 is caused by a mutation in the gene named ,ANLN
disease,focal segmental glomerulosclerosis 9,is caused by a mutation in the gene named,The disease focal segmental glomerulosclerosis 9 is caused by a mutation in the gene named ,CRB2
disease,systemic lupus erythematosus,is caused by a mutation in the gene named,The disease systemic lupus erythematosus is caused by a mutation in the gene named ,ITGAM
disease,autosomal dominant vitreoretinochoroidopathy,is caused by a mutation in the gene named,The disease autosomal dominant vitreoretinochoroidopathy is caused by a mutation in the gene named ,BEST1
disease,"liver failure, infantile",is caused by a mutation in the gene named,"The disease liver failure, infantile is caused by a mutation in the gene named ",LARS1
disease,Lesch-Nyhan syndrome,is caused by a mutation in the gene named,The disease Lesch-Nyhan syndrome is caused by a mutation in the gene named ,HPRT1
disease,cataract 15 multiple types,is caused by a mutation in the gene named,The disease cataract 15 multiple types is caused by a mutation in the gene named ,MIP
disease,autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to TUD deficiency,is caused by a mutation in the gene named,The disease autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to TUD deficiency is caused by a mutation in the gene named ,TDP2
disease,mitochondrial myopathy,is caused by a mutation in the gene named,The disease mitochondrial myopathy is caused by a mutation in the gene named ,MSTO1
disease,Schöpf–Schulz–Passarge syndrome,is caused by a mutation in the gene named,The disease Schöpf–Schulz–Passarge syndrome is caused by a mutation in the gene named ,WNT10A
disease,"hypotonia, infantile, with psychomotor retardation and characteristic facies",is caused by a mutation in the gene named,"The disease hypotonia, infantile, with psychomotor retardation and characteristic facies is caused by a mutation in the gene named ",NALCN
disease,X-linked colobomatous microphthalmia-microcephaly-intellectual disability-short stature syndrome,is caused by a mutation in the gene named,The disease X-linked colobomatous microphthalmia-microcephaly-intellectual disability-short stature syndrome is caused by a mutation in the gene named ,HMGB3
disease,"deafness, X-linked 6",is caused by a mutation in the gene named,"The disease deafness, X-linked 6 is caused by a mutation in the gene named ",COL4A6
disease,"neuronopathy, distal hereditary motor, type 7B",is caused by a mutation in the gene named,"The disease neuronopathy, distal hereditary motor, type 7B is caused by a mutation in the gene named ",DCTN1
disease,biotin-responsive basal ganglia disease,is caused by a mutation in the gene named,The disease biotin-responsive basal ganglia disease is caused by a mutation in the gene named ,SLC19A3
disease,dermatopathia pigmentosa reticularis,is caused by a mutation in the gene named,The disease dermatopathia pigmentosa reticularis is caused by a mutation in the gene named ,KRT14
disease,congenital myasthenic syndrome 12,is caused by a mutation in the gene named,The disease congenital myasthenic syndrome 12 is caused by a mutation in the gene named ,GFPT1
disease,nemaline myopathy 11,is caused by a mutation in the gene named,The disease nemaline myopathy 11 is caused by a mutation in the gene named ,MYPN
disease,autosomal recessive spinocerebellar ataxia 7,is caused by a mutation in the gene named,The disease autosomal recessive spinocerebellar ataxia 7 is caused by a mutation in the gene named ,TPP1
disease,exudative vitreoretinopathy,is caused by a mutation in the gene named,The disease exudative vitreoretinopathy is caused by a mutation in the gene named ,LRP5
disease,autosomal recessive spinocerebellar ataxia 11,is caused by a mutation in the gene named,The disease autosomal recessive spinocerebellar ataxia 11 is caused by a mutation in the gene named ,SYT14
disease,Familial British dementia,is caused by a mutation in the gene named,The disease Familial British dementia is caused by a mutation in the gene named ,ITM2B
disease,nemaline myopathy 9,is caused by a mutation in the gene named,The disease nemaline myopathy 9 is caused by a mutation in the gene named ,KLHL41
disease,syndromic genetic deafness,is caused by a mutation in the gene named,The disease syndromic genetic deafness is caused by a mutation in the gene named ,GJB2
disease,Rienhoff syndrome,is caused by a mutation in the gene named,The disease Rienhoff syndrome is caused by a mutation in the gene named ,TGFB3
disease,Usher syndrome,is caused by a mutation in the gene named,The disease Usher syndrome is caused by a mutation in the gene named ,MYO7A
disease,tooth agenesis,is caused by a mutation in the gene named,The disease tooth agenesis is caused by a mutation in the gene named ,EDA
disease,early infantile epileptic encephalopathy 50,is caused by a mutation in the gene named,The disease early infantile epileptic encephalopathy 50 is caused by a mutation in the gene named ,CAD
disease,"porokeratosis 9, multiple types; POROK9",is caused by a mutation in the gene named,"The disease porokeratosis 9, multiple types; POROK9 is caused by a mutation in the gene named ",FDPS
disease,cone-rod dystrophy 15,is caused by a mutation in the gene named,The disease cone-rod dystrophy 15 is caused by a mutation in the gene named ,CDHR1
disease,dilated cardiomyopathy 1CC,is caused by a mutation in the gene named,The disease dilated cardiomyopathy 1CC is caused by a mutation in the gene named ,NEXN
disease,dilated cardiomyopathy 1EE,is caused by a mutation in the gene named,The disease dilated cardiomyopathy 1EE is caused by a mutation in the gene named ,MYH6
disease,frontotemporal dementia,is caused by a mutation in the gene named,The disease frontotemporal dementia is caused by a mutation in the gene named ,CHMP2B
disease,dilated cardiomyopathy 2B,is caused by a mutation in the gene named,The disease dilated cardiomyopathy 2B is caused by a mutation in the gene named ,GATAD1
disease,spinocerebellar ataxia type 31,is caused by a mutation in the gene named,The disease spinocerebellar ataxia type 31 is caused by a mutation in the gene named ,BEAN1
disease,hypogonadotropic hypogonadism 10 with or without anosmia,is caused by a mutation in the gene named,The disease hypogonadotropic hypogonadism 10 with or without anosmia is caused by a mutation in the gene named ,TAC3
disease,rhabdoid tumor predisposition syndrome,is caused by a mutation in the gene named,The disease rhabdoid tumor predisposition syndrome is caused by a mutation in the gene named ,SMARCA4
disease,Bardet-Biedl syndrome 18,is caused by a mutation in the gene named,The disease Bardet-Biedl syndrome 18 is caused by a mutation in the gene named ,BBIP1
disease,tubular aggregate myopathy,is caused by a mutation in the gene named,The disease tubular aggregate myopathy is caused by a mutation in the gene named ,STIM1
disease,"hip dysplasia, Beukes type",is caused by a mutation in the gene named,"The disease hip dysplasia, Beukes type is caused by a mutation in the gene named ",UFSP2
disease,Fanconi renotubular syndrome 4 with Maturity-onset diabetes of the young,is caused by a mutation in the gene named,The disease Fanconi renotubular syndrome 4 with Maturity-onset diabetes of the young is caused by a mutation in the gene named ,HNF4A
disease,branchiootic syndrome 1,is caused by a mutation in the gene named,The disease branchiootic syndrome 1 is caused by a mutation in the gene named ,EYA1
disease,autosomal recessive nonsyndromic deafness 15,is caused by a mutation in the gene named,The disease autosomal recessive nonsyndromic deafness 15 is caused by a mutation in the gene named ,GIPC3
disease,carnitine palmitoyltransferase II deficiency,is caused by a mutation in the gene named,The disease carnitine palmitoyltransferase II deficiency is caused by a mutation in the gene named ,CPT2
disease,brachydactyly type E1,is caused by a mutation in the gene named,The disease brachydactyly type E1 is caused by a mutation in the gene named ,HOXD13
disease,Gitelman syndrome,is caused by a mutation in the gene named,The disease Gitelman syndrome is caused by a mutation in the gene named ,SLC12A3
disease,Leigh syndrome with nephrotic syndrome,is caused by a mutation in the gene named,The disease Leigh syndrome with nephrotic syndrome is caused by a mutation in the gene named ,COQ2
disease,mitochondrial complex III deficiency nuclear type 4,is caused by a mutation in the gene named,The disease mitochondrial complex III deficiency nuclear type 4 is caused by a mutation in the gene named ,UQCRQ
disease,mitochondrial DNA depletion syndrome 11,is caused by a mutation in the gene named,The disease mitochondrial DNA depletion syndrome 11 is caused by a mutation in the gene named ,MGME1
disease,cerebellar-facial-dental syndrome,is caused by a mutation in the gene named,The disease cerebellar-facial-dental syndrome is caused by a mutation in the gene named ,BRF1
